id,title,slug,promise,short_description,full_description,type,metier,niveau,plan_required,duration_minutes,tags,instructions,content_inline,file_path,file_name,file_mime_type,file_size,module_parent_id,kit_id,version,status,created_at,updated_at,published_at
d66e0b38-12b3-46cf-a2c5-b3435d8d25cc,8 prompts essentiels — Commercial & Ventes,8-prompts-essentiels-commercial-ventes,"Utilisez l’IA à chaque étape du cycle de vente, de la prospection au closing.",Bibliothèque de prompts commerciaux couvrant les besoins fondamentaux des équipes de vente.,"Ce pack rassemble huit prompts conçus pour préparer des rendez-vous, qualifier des prospects, traiter les objections, rédiger des propositions commerciales, gérer les relances et préparer les négociations. Il constitue une boîte à outils immédiatement opérationnelle pour les commerciaux souhaitant gagner du temps et améliorer leur efficacité.",prompt_pack,commercial,fondation,essential,10,"[""Vente"",""Prospection"",""CRM""]",,PDF,d66e0b38-12b3-46cf-a2c5-b3435d8d25cc/20260602202730_32-pp-prompts-fondation-commercial.pdf,32_PP_Prompts_Fondation_Commercial.pdf,application/pdf,2002755,,,1,published,2026-06-02 20:27:09.031099+00,2026-06-02 20:27:32.657476+00,2026-06-02 20:27:08.615048+00
dec86668-b0c2-4adf-a374-437996834acf,Dashboard personnel de productivité IA,dashboard-personnel-de-productivit-ia,Mesurez concrètement les gains apportés par l’IA dans votre activité professionnelle.,"Tableau de bord permettant de suivre ses usages, ses résultats et son retour sur investissement IA.","Ce template aide les utilisateurs à suivre l’évolution de leurs pratiques IA au fil du temps. Il permet d’identifier les gains de temps réalisés, les cas d’usage les plus efficaces et les axes de progression. Grâce à un calcul simple du ROI, il facilite également la valorisation des bénéfices de l’IA auprès des managers et de la direction.",template,transversal,fondation,essential,5,"[""ROI IA"",""Productivité"",""Pilotage""]",,PDF,dec86668-b0c2-4adf-a374-437996834acf/20260602115333_16-tpl-dashboard-productivite-ia.pdf,16_TPL_Dashboard_Productivite_IA.pdf,application/pdf,1990794,,,1,published,2026-06-02 11:53:12.581768+00,2026-06-02 20:45:48.517953+00,2026-06-02 20:45:48.517953+00
df4b357b-0aca-4bca-b20b-bc3d7a32c451,8 prompts fondation avec exemples,communiquer-dans-les-situations-d-licates,Disposez immédiatement de 8 prompts universels pour réussir vos premiers usages professionnels de l’IA.,"Une bibliothèque de prompts prêts à l’emploi pour résumer, rédiger, analyser ou structurer des contenus.",Ce pack rassemble les prompts les plus utiles pour un usage quotidien de l’IA. Chaque modèle est accompagné d’un exemple concret et du résultat attendu afin de faciliter la prise en main. Les utilisateurs apprennent à adapter ces modèles à leurs propres besoins et à gagner du temps sur leurs tâches récurrentes.,prompt_pack,transversal,fondation,discovery,5,"[""Prompts"",""Productivité"",""Débutant""]",,PDF,df4b357b-0aca-4bca-b20b-bc3d7a32c451/20260602091253_03-pp-8-prompts-fondation.pdf,03_PP_8_Prompts_Fondation.pdf,application/pdf,1995299,,,1,published,2026-06-01 21:38:55.302788+00,2026-06-02 09:13:20.116746+00,2026-06-02 09:13:20.116746+00
dfbdacaf-bb34-4317-9cf1-ec5f0ec9c1da,Les 5 erreurs qui font perdre du temps avec l’IA,les-5-erreurs-qui-font-perdre-du-temps-avec-l-ia,Évitez les erreurs les plus fréquentes qui limitent les résultats et la valeur de l’IA.,Une fiche mémo recensant les principaux pièges des débutants et les bonnes pratiques associées.,"Cette ressource présente les cinq erreurs les plus courantes rencontrées lors des premiers usages de l’IA : prompts trop vagues, absence de vérification, automatisation excessive ou partage de données sensibles. Pour chaque erreur, une correction concrète est proposée afin d’adopter immédiatement les bons réflexes. Une lecture rapide pour progresser plus vite et sécuriser ses usages.",fiche_memo,transversal,fondation,discovery,3,"[""Bonnes pratiques"",""Débutant"",""IA""]",,PDF,dfbdacaf-bb34-4317-9cf1-ec5f0ec9c1da/20260602092620_10-fm-5-erreurs-ia-debutant.pdf,10_FM_5_Erreurs_IA_Debutant.pdf,application/pdf,1989659,,,1,published,2026-06-02 09:25:58.888095+00,2026-06-02 09:26:22.387576+00,2026-06-02 09:25:58.792796+00
e203a257-0d97-4e8d-9e5e-3f08ce47a4df,Automatiser son rapport hebdomadaire avec l’IA,automatiser-son-rapport-hebdomadaire-avec-l-ia,Produisez un rapport hebdomadaire professionnel en moins de 5 minutes chaque semaine.,Méthode de création d’un système de reporting réutilisable alimenté par l’IA.,"Ce workflow guide l’utilisateur dans la création d’un modèle de rapport hebdomadaire intelligent. En structurant les données clés et en utilisant un prompt de transformation dédié, il devient possible de générer rapidement des rapports synthétiques, cohérents et orientés décision. Une ressource idéale pour les managers, chefs de projet et responsables d’équipe.",workflow,transversal,fondation,essential,19,"[""Reporting"",""Productivité"",""Management""]",,PDF,e203a257-0d97-4e8d-9e5e-3f08ce47a4df/20260602114448_12-wf-rapport-hebdo-auto.pdf,12_WF_Rapport_Hebdo_Auto.pdf,application/pdf,1992075,,,1,published,2026-06-02 11:44:26.556584+00,2026-06-02 20:44:40.495129+00,2026-06-02 20:44:40.495129+00
ec908b59-256b-49bd-ab78-5caf42deb638,Calculer le ROI de ses outils IA,calculer-le-roi-de-ses-outils-ia,Mesurez concrètement la valeur créée par l’IA et justifiez vos investissements auprès de la direction.,"Méthode structurée permettant d’évaluer les gains financiers, opérationnels et qualitatifs liés à l’utilisation de l’IA.","Cette checklist guide les managers et responsables de transformation dans le calcul du retour sur investissement des outils IA. Elle propose une méthode complète pour mesurer les gains de temps, estimer les bénéfices qualitatifs, intégrer les coûts réels et construire un calcul de ROI crédible. L’objectif est de disposer d’indicateurs tangibles pour piloter les investissements IA, obtenir des budgets supplémentaires et démontrer la valeur créée à l’échelle de l’équipe ou de l’organisation.",checklist,transversal,fondation,practitioner,45,"[""ROI IA"",""Performance"",""Pilotage""]",,PDF,ec908b59-256b-49bd-ab78-5caf42deb638/20260602141450_28-cl-roi-outils-ia.pdf,28_CL_ROI_Outils_IA.pdf,application/pdf,1991775,,,1,published,2026-06-02 14:13:48.339904+00,2026-06-02 20:49:51.903721+00,2026-06-02 20:49:51.903721+00
f3fa20d0-c6e5-40df-bec2-2561702a47fb,Créer un post réseaux sociaux avec l’IA,cr-er-un-post-r-seaux-sociaux-avec-l-ia,Passez de l’idée au post publié en seulement 10 minutes.,Workflow marketing permettant de générer rapidement des contenus engageants pour les réseaux sociaux.,"Cette méthode guide les utilisateurs dans la création de publications LinkedIn, Instagram ou autres plateformes à partir d’un brief simple. L’IA aide à générer plusieurs angles éditoriaux, tandis que l’utilisateur conserve la personnalisation et la validation finale. Un outil idéal pour publier plus régulièrement sans sacrifier la qualité.",workflow,marketing,fondation,essential,10,"[""Réseaux sociaux"",""Content Marketing"",""LinkedIn""]",,PDF,f3fa20d0-c6e5-40df-bec2-2561702a47fb/20260602203008_34-wf-post-reseaux-sociaux-ia.pdf,34_WF_Post_Reseaux_Sociaux_IA.pdf,application/pdf,1992220,,,1,published,2026-06-02 20:29:47.733593+00,2026-06-02 20:30:10.617608+00,2026-06-02 20:29:47.622672+00
f7e3cd62-9ae3-40b5-8605-a8bff6435e56,Rédiger une offre d’emploi avec l’IA,r-diger-une-offre-d-emploi-avec-l-ia,"Créez des offres d’emploi claires, attractives et inclusives en moins de 20 minutes.",Workflow RH permettant de transformer une fiche de poste en annonce prête à publier.,"Cette méthode accompagne les recruteurs et managers dans la rédaction d’offres d’emploi plus efficaces. Elle aide à structurer les missions, valoriser les avantages du poste, améliorer l’inclusivité du texte et optimiser l’attractivité de l’annonce. Un gain de temps important pour les équipes RH.",workflow,rh_management,fondation,essential,20,"[""Recrutement"",""RH"",""Marque employeur""]",,PDF,f7e3cd62-9ae3-40b5-8605-a8bff6435e56/20260602203359_37-wf-offre-emploi-ia.pdf,37_WF_Offre_Emploi_IA.pdf,application/pdf,1991754,,,1,draft,2026-06-02 20:33:37.722779+00,2026-06-02 20:34:00.691583+00,
fa5c500b-3db9-4ad5-a621-2f6155cf9278,Rédiger un email de prospection avec l’IA,r-diger-un-email-de-prospection-avec-l-ia,Créez des emails de prospection personnalisés et performants en moins de 5 minutes.,Workflow commercial permettant de générer des emails de prospection basés sur des signaux réels du prospect.,"Ce workflow guide les commerciaux dans la préparation et la rédaction d’emails de prospection personnalisés. Il permet d’identifier des signaux pertinents, de choisir le bon angle d’approche et de générer un message adapté au contexte du prospect. Une méthode simple pour améliorer les taux d’ouverture, de réponse et de prise de rendez-vous.",workflow,commercial,fondation,essential,5,"[""Prospection"",""Email"",""Vente""]",,PDF,fa5c500b-3db9-4ad5-a621-2f6155cf9278/20260602202604_31-wf-prospection-email-commercial.pdf,31_WF_Prospection_Email_Commercial.pdf,application/pdf,1994285,,,1,published,2026-06-02 20:25:43.009531+00,2026-06-02 20:26:06.188181+00,2026-06-02 20:25:42.833613+00
fbbf2d24-c15e-47eb-889a-ab918ad563cb,Playbook IA du manager,playbook-ia-du-manager,Déployez un cadre clair pour accompagner l’adoption de l’IA dans votre équipe.,"Modèle complet permettant de définir les règles, les rituels et les bonnes pratiques IA d’une équipe.","Ce playbook aide les managers à structurer l’utilisation de l’IA au sein de leur équipe. Il couvre les politiques d’usage, les niveaux de maturité, les parcours de formation, les rituels collaboratifs et les engagements managériaux. Il constitue une référence durable pour accompagner la transformation des pratiques.",template,transversal,fondation,practitioner,60,"[""Management"",""Gouvernance IA"",""Adoption""]",,PDF,fbbf2d24-c15e-47eb-889a-ab918ad563cb/20260602132730_26-tpl-playbook-ia-manager.pdf,26_TPL_Playbook_IA_Manager.pdf,application/pdf,1993204,,,1,published,2026-06-02 13:26:59.343301+00,2026-06-02 20:49:18.004564+00,2026-06-02 20:49:18.004564+00
